u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bearing,ref,layer_height,edge_interior_angle,stroke_group
33144487,33144069,0,26191650,,Mitterberggasse,residential,30,True,93.603,"LINESTRING (16.3347658 48.2238029, 16.3353941 48.2245184, 16.3354038 48.2245295)",30.3,,height 2,"{(393924, 33144487, 0): 179.513, (33144069, 33345303, 0): 179.13, (33144069, 29048468, 0): 104.974, (33144487, 33144484, 0): 74.875, (33144491, 33144487, 0): 105.099, (283324413, 33144069, 0): 74.979}",2
33144491,33144487,0,183541781,,Antonigasse,residential,30,True,86.357,"LINESTRING (16.3338278 48.224264, 16.3338464 48.2242549, 16.3338945 48.2242314, 16.3347658 48.2238029)",126.4,,height 1,"{(393924, 33144487, 0): 74.414, (33144487, 33144484, 0): 179.97400000000002, (33144487, 33144069, 0): 105.099, (64972028, 33144491, 0): 179.976, (283324413, 33144491, 0): 74.267, (292365649, 33144491, 0): 105.327}",12
33144494,33144497,0,749696271,,Staudgasse,residential,30,True,69.026,"LINESTRING (16.3429429 48.2230866, 16.343871 48.2230317)",95.1,,height 1,"{(33143829, 33144494, 0): 179.739, (33144494, 33144503, 0): 75.09, (33144497, 33144550, 0): 105.377, (33144497, 358517297, 0): 76.254, (33144500, 33144497, 0): 172.648, (283324405, 33144494, 0): 103.951}",16
33144494,33144503,0,749696272,,Theresiengasse,residential,30,True,103.761,"LINESTRING (16.3429429 48.2230866, 16.3432442 48.2239979)",12.4,,height 2,"{(33143829, 33144494, 0): 105.171, (33144494, 33144497, 0): 75.09, (33144503, 33344810, 0): 172.882, (33144503, 33143834, 0): 76.295, (33144550, 33144503, 0): 103.732, (283324405, 33144494, 0): 179.041}",11
33144497,33144550,0,24033644,,Kutschkergasse,residential,30,True,101.694,"LINESTRING (16.343871 48.2230317, 16.344174 48.2239237)",12.8,,height 2,"{(33144494, 33144497, 0): 105.377, (33144497, 358517297, 0): 178.369, (33144500, 33144497, 0): 104.795, (33144550, 33144503, 0): 75.801, (33344807, 33144550, 0): 103.97, (33344808, 33144550, 0): 178.912}",21
33144497,358517297,0,39235713,,Kutschkergasse,residential,30,True,118.468,"LINESTRING (16.343871 48.2230317, 16.3435914 48.2221246, 16.3435756 48.2220851, 16.3435234 48.2220147, 16.3435101 48.2219968)",193.1,,height 2,"{(33144494, 33144497, 0): 76.254, (33144497, 33144550, 0): 178.369, (33144500, 33144497, 0): 111.09800000000001, (358517297, 283324405, 0): 117.723, (358517297, 283324403, 0): 64.337}",21
33144500,33344806,0,24940052,,Staudgasse,residential,30,True,101.354,"LINESTRING (16.3444459 48.2231404, 16.3457224 48.2234684)",68.9,,height 1,"{(655012, 33144500, 0): 73.227, (33144500, 33144497, 0): 179.643, (33344806, 33344801, 0): 106.377, (33344806, 33344805, 0): 173.077, (33344807, 33344806, 0): 70.80199999999999}",16
33144500,33144497,0,24940053,,Staudgasse,residential,30,True,44.658,"LINESTRING (16.3444459 48.2231404, 16.3440916 48.223047, 16.343871 48.2230317)",254.2,,height 1,"{(655012, 33144500, 0): 106.416, (33144494, 33144497, 0): 172.648, (33144497, 33144550, 0): 104.795, (33144497, 358517297, 0): 111.09800000000001, (33144500, 33344806, 0): 179.643}",16
33144503,33344810,0,749696272,,Theresiengasse,residential,30,True,114.712,"LINESTRING (16.3432442 48.2239979, 16.3434463 48.2250207)",7.5,,height 2,"{(33144494, 33144503, 0): 172.882, (33144503, 33143834, 0): 96.587, (33144550, 33144503, 0): 83.386, (33344810, 33344809, 0): 96.688, (33344810, 401838, 0): 83.31599999999999}",11
33144503,33143834,0,24940036,,Schopenhauerstraße,residential,30,True,99.38900000000001,"LINESTRING (16.3432442 48.2239979, 16.3419925 48.2240984, 16.3419122 48.2241049)",276.9,,height 1,"{(33143834, 33144555, 0): 175.67399999999998, (33143834, 401838, 0): 86.789, (33143834, 33143829, 0): 92.497, (33144494, 33144503, 0): 76.295, (33144503, 33344810, 0): 96.587, (33144550, 33144503, 0): 179.97299999999998}",18
33144550,33144503,0,24940036,,Schopenhauerstraße,residential,30,True,69.372,"LINESTRING (16.344174 48.2239237, 16.3432442 48.2239979)",276.8,,height 1,"{(33144494, 33144503, 0): 103.732, (33144497, 33144550, 0): 75.801, (33144503, 33344810, 0): 83.386, (33144503, 33143834, 0): 179.97299999999998, (33344807, 33144550, 0): 179.771, (33344808, 33144550, 0): 103.111}",18
33144555,33144566,0,4996522,,Abt-Karl-Gasse,residential,30,True,95.149,"LINESTRING (16.3399554 48.2244141, 16.3397192 48.223573)",190.6,,height 2,"{(33143834, 33144555, 0): 96.706, (33144555, 60631071, 0): 179.558, (33144555, 33345301, 0): 82.03699999999999, (33144566, 33144560, 0): 86.681, (33144572, 33144566, 0): 91.501}",22
33144555,60631071,0,8092843,,Abt-Karl-Gasse,residential,30,True,95.383,"LINESTRING (16.3399554 48.2244141, 16.3401854 48.2252581)",10.3,,height 2,"{(33143834, 33144555, 0): 83.736, (33144555, 33144566, 0): 179.558, (33144555, 33345301, 0): 97.521, (60631071, 401838, 0): 101.326, (60631071, 33345294, 0): 173.159}",22
33144555,33345301,0,28989536,,Schopenhauerstraße,residential,30,True,111.619,"LINESTRING (16.3399554 48.2244141, 16.3394916 48.224477, 16.3392042 48.2245521, 16.3385877 48.2248059)",293.3,,height 1,"{(33143834, 33144555, 0): 178.74300000000002, (33144555, 33144566, 0): 82.03699999999999, (33144555, 60631071, 0): 97.521, (33345301, 33345300, 0): 177.803, (33345301, 33144577, 0): 110.875}",18
33144560,283324407,0,4996485,,Eduardgasse,residential,30,True,84.03699999999999,"LINESTRING (16.3404827 48.2234056, 16.3400306 48.222728, 16.3400219 48.222715)",204.0,,height 2,"{(33144560, 33143829, 0): 112.185, (33144566, 33144560, 0): 68.655, (283324407, 25280482, 0): 108.571, (283324407, 392301, 0): 71.191, (283324407, 33144475, 0): 179.84799999999998}",23
33144560,33143829,0,195532852,,Staudgasse,residential,30,True,101.198,"LINESTRING (16.3404827 48.2234056, 16.3417076 48.2231558, 16.3417921 48.2231494)",106.4,,height 1,"{(33143829, 33144494, 0): 178.793, (33143829, 392301, 0): 86.212, (33143834, 33143829, 0): 94.78399999999999, (33144560, 283324407, 0): 112.185, (33144566, 33144560, 0): 179.16}",16
33144566,33144560,0,195532852,,Staudgasse,residential,30,True,59.545,"LINESTRING (16.3397192 48.223573, 16.3404827 48.2234056)",108.2,,height 1,"{(33144555, 33144566, 0): 86.681, (33144560, 283324407, 0): 68.655, (33144560, 33143829, 0): 179.16, (33144572, 33144566, 0): 178.182}",16
33144572,33144566,0,195532852,,Staudgasse,residential,30,True,49.497,"LINESTRING (16.3390945 48.2237309, 16.3397192 48.223573)",110.8,,height 1,"{(25280482, 33144572, 0): 114.888, (33144555, 33144566, 0): 91.501, (33144566, 33144560, 0): 178.182, (33144577, 33144572, 0): 167.171}",16
33144577,33144572,0,195532852,,Staudgasse,residential,30,True,95.709,"LINESTRING (16.3380685 48.224254, 16.3390945 48.2237309)",127.4,,height 1,"{(25280482, 33144572, 0): 77.941, (33144572, 33144566, 0): 167.171, (33144577, 33143995, 0): 107.14, (33345301, 33144577, 0): 73.763, (33345304, 33144577, 0): 179.233}",16
33144577,33143995,0,250014287,,Leitermayergasse,residential,30,True,86.253,"LINESTRING (16.3380685 48.224254, 16.337448 48.2236149, 16.3374361 48.2236027)",212.9,,height 2,"{(33143995, 3956260281, 0): 179.774, (33143995, 29048468, 0): 112.67, (33143995, 25280482, 0): 67.3, (33144577, 33144572, 0): 107.14, (33345301, 33144577, 0): 179.097, (33345304, 33144577, 0): 73.627}",19
33144583,33143898,0,210597181,,Leo-Slezak-Gasse,residential,30,True,92.633,"LINESTRING (16.3397278 48.2189455, 16.3398591 48.2189203, 16.340282 48.2188192, 16.3409226 48.2187018)",107.0,,height 1,"{(33143898, 33143888, 0): 100.71799999999999, (33143898, 3312560802, 0): 179.465, (33144629, 33144583, 0): 80.141, (245498398, 33144583, 0): 176.452}",0
33144588,245498398,0,28079386,,Beheimgasse,residential,30,True,105.588,"LINESTRING (16.3380305 48.2193773, 16.3386613 48.2192173, 16.3393624 48.2190394)",110.8,,height 1,"{(33144626, 33144588, 0): 69.217, (245498398, 33144583, 0): 179.826, (245498401, 245498398, 0): 100.858, (264055538, 33144588, 0): 177.68099999999998}",0
33144591,264055538,0,227970769,,Beheimgasse,residential,30,True,226.93099999999998,"LINESTRING (16.3331256 48.2203904, 16.3344245 48.2201278, 16.336055 48.2197941)",107.0,,height 1,"{(33144596, 33144591, 0): 176.243, (33144640, 33144591, 0): 57.92, (264055538, 264055539, 0): 98.55199999999999, (264055538, 33144588, 0): 179.65200000000002}",0
33144596,33144644,0,5010790,,Weidmanngasse,residential,30,True,68.265,"LINESTRING (16.3323449 48.2206023, 16.3327043 48.2211676)",23.0,,height 2,"{(33144596, 33144591, 0): 72.739, (33144601, 33144596, 0): 106.993, (33144640, 33144644, 0): 105.293, (33144644, 392224, 0): 179.37, (33144644, 33144648, 0): 75.38499999999999}",2
33144596,33144591,0,37519305,,Beheimgasse,residential,30,True,62.454,"LINESTRING (16.3323449 48.2206023, 16.3331256 48.2203904)",112.2,,height 1,"{(33144591, 264055538, 0): 176.243, (33144596, 33144644, 0): 72.739, (33144601, 33144596, 0): 179.732, (33144640, 33144591, 0): 118.32300000000001}",0
33144601,33144596,0,37519305,,Beheimgasse,residential,30,True,69.028,"LINESTRING (16.3314843 48.2208402, 16.331502 48.2208353, 16.3315553 48.2208206, 16.3323449 48.2206023)",112.5,,height 1,"{(33144596, 33144644, 0): 106.993, (33144596, 33144591, 0): 179.732, (33144605, 33144601, 0): 176.748, (33144648, 33144601, 0): 79.167}",0
33144605,33144601,0,37519305,,Beheimgasse,residential,30,True,67.22,"LINESTRING (16.3306752 48.2211138, 16.3314666 48.2208462, 16.3314843 48.2208402)",116.9,,height 1,"{(33144601, 33144596, 0): 176.748, (33144611, 33144605, 0): 179.70499999999998, (33144648, 33144601, 0): 97.581, (33144652, 33144605, 0): 79.765}",0
33144611,33174087,0,37519304,,Lacknergasse,residential,30,True,71.609,"LINESTRING (16.3297548 48.2214303, 16.3301412 48.2220206)",23.6,,height 2,"{(33144611, 33144605, 0): 75.769, (33144616, 33144611, 0): 105.103, (33144652, 33174087, 0): 104.419, (33174087, 33144755, 0): 179.344, (33174087, 33144655, 0): 75.759}",10
33144611,33144605,0,172289387,,Beheimgasse,residential,30,True,76.734,"LINESTRING (16.3297548 48.2214303, 16.3306752 48.2211138)",117.3,,height 1,"{(33144605, 33144601, 0): 179.70499999999998, (33144611, 33174087, 0): 75.769, (33144616, 33144611, 0): 179.128, (33144652, 33144605, 0): 99.94}",0
33144616,33144611,0,172289387,,Beheimgasse,residential,30,True,67.57,"LINESTRING (16.328936 48.221698, 16.3297548 48.2214303)",116.1,,height 1,"{(33144611, 33174087, 0): 105.103, (33144611, 33144605, 0): 179.128, (33144621, 33144616, 0): 179.19799999999998, (33144655, 33144616, 0): 98.34}",0
33144621,33144616,0,172289387,,Beheimgasse,residential,30,True,76.95400000000001,"LINESTRING (16.3280054 48.2220036, 16.3281112 48.2219805, 16.328936 48.221698)",116.2,,height 1,"{(33144616, 33144611, 0): 179.19799999999998, (33144655, 33144616, 0): 80.858, (33144659, 33144621, 0): 74.908}",0
33144626,33144588,0,23711934,,Syringgasse,residential,30,True,65.996,"LINESTRING (16.3384073 48.2199151, 16.3380305 48.2193773)",205.0,,height 2,"{(33144422, 33144626, 0): 177.293, (33144588, 245498398, 0): 69.217, (33144626, 264055539, 0): 66.68, (245498401, 33144626, 0): 113.374, (264055538, 33144588, 0): 113.102}",20
33144626,264055539,0,53555533,,Blumengasse,residential,30,True,166.431,"LINESTRING (16.3384073 48.2199151, 16.336262 48.2203592)",287.3,,height 1,"{(33144422, 33144626, 0): 110.613, (33144626, 33144588, 0): 66.68, (245498401, 33144626, 0): 179.946, (264055538, 264055539, 0): 98.422, (264055539, 33144633, 0): 179.915, (264055539, 264055540, 0): 60.488}",24
33144629,245498401,0,4996484,,Blumengasse,residential,30,True,25.318,"LINESTRING (16.3399699 48.2195895, 16.339772 48.2196325, 16.3397134 48.2196452, 16.339645 48.2196601)",288.1,,height 1,"{(33144629, 33144424, 0): 98.247, (33144629, 33144583, 0): 82.001, (245498401, 33144626, 0): 179.353, (245498401, 245498398, 0): 100.638}",24
33144629,33144424,0,11381454,2,Martinstraße,tertiary,30,True,111.61599999999999,"LINESTRING (16.3399699 48.2195895, 16.3400683 48.2198526, 16.340231 48.2202584, 16.3403692 48.2204932, 16.340405 48.2205487)",16.8,,height 2,"{(33143888, 33144424, 0): 107.11699999999999, (33144424, 33144422, 0): 72.45700000000001, (33144467, 33144424, 0): 179.23899999999998, (33144629, 245498401, 0): 98.247, (33144629, 33144583, 0): 179.752}",17
33144629,33144583,0,11381454,2,Martinstraße,tertiary,30,True,73.822,"LINESTRING (16.3399699 48.2195895, 16.3399083 48.2194226, 16.3397278 48.2189455)",194.1,,height 2,"{(33144583, 33143898, 0): 80.141, (33144629, 245498401, 0): 82.001, (33144629, 33144424, 0): 179.752, (245498398, 33144583, 0): 96.31099999999999}",17
33144633,33144637,0,30190610,,Blumengasse,residential,30,True,62.265,"LINESTRING (16.3349181 48.2206395, 16.3341114 48.2207966)",286.3,,height 1,"{(33144640, 33144637, 0): 179.432, (33144941, 33144633, 0): 118.016, (264055539, 33144633, 0): 179.239, (320192043, 33144637, 0): 56.56999999999999}",24
33144640,33144644,0,53556203,,Blumengasse,residential,30,True,73.191,"LINESTRING (16.3336007 48.2208909, 16.3327043 48.2211676)",294.9,,height 1,"{(33144596, 33144644, 0): 105.293, (33144640, 33144591, 0): 63.644999999999996, (33144640, 33144637, 0): 173.312, (33144644, 392224, 0): 75.337, (33144644, 33144648, 0): 179.322, (33144947, 33144640, 0): 116.687}",24
33144640,33144591,0,150133452,,Kalvarienberggasse,residential,30,True,65.85,"LINESTRING (16.3336007 48.2208909, 16.3331256 48.2203904)",212.3,,height 2,"{(33144591, 264055538, 0): 57.92, (33144596, 33144591, 0): 118.32300000000001, (33144640, 33144644, 0): 63.644999999999996, (33144640, 33144637, 0): 123.043, (33144947, 33144640, 0): 179.668}",13
33144640,33144637,0,171978225,,Dornerplatz,residential,30,True,39.261,"LINESTRING (16.3336007 48.2208909, 16.3339504 48.2208263, 16.3341114 48.2207966)",105.5,,height 1,"{(33144633, 33144637, 0): 179.432, (33144640, 33144644, 0): 173.312, (33144640, 33144591, 0): 123.043, (33144947, 33144640, 0): 56.625, (320192043, 33144637, 0): 123.998}",24
33144644,392224,0,5010790,,Weidmanngasse,residential,30,True,118.744,"LINESTRING (16.3327043 48.2211676, 16.3333166 48.2221545)",22.5,,height 2,"{(392224, 33144947, 0): 99.131, (392224, 393924, 0): 179.953, (33144596, 33144644, 0): 179.37, (33144640, 33144644, 0): 75.337, (33144644, 33144648, 0): 103.985, (162796578, 392224, 0): 82.123}",2
33144644,33144648,0,53556203,,Blumengasse,residential,30,True,75.103,"LINESTRING (16.3327043 48.2211676, 16.331869 48.2214363, 16.3318078 48.221456, 16.3317914 48.2214613)",295.8,,height 1,"{(33144596, 33144644, 0): 75.38499999999999, (33144640, 33144644, 0): 179.322, (33144644, 392224, 0): 103.985, (33144648, 33144601, 0): 98.436, (33144648, 33144652, 0): 179.26299999999998, (162796578, 33144648, 0): 81.606}",24
33144648,33144601,0,11384861,,Hormayrgasse,residential,50,True,72.714,"LINESTRING (16.3317914 48.2214613, 16.3317707 48.2214195, 16.3314843 48.2208402)",198.2,,height 2,"{(33144601, 33144596, 0): 79.167, (33144605, 33144601, 0): 97.581, (33144644, 33144648, 0): 98.436, (33144648, 33144652, 0): 82.301, (162796578, 33144648, 0): 179.958}",6
33144648,33144652,0,53556203,,Blumengasse,residential,30,True,64.693,"LINESTRING (16.3317914 48.2214613, 16.3317751 48.2214668, 16.3317192 48.2214857, 16.3310124 48.2217242)",296.9,,height 1,"{(33144644, 33144648, 0): 179.26299999999998, (33144648, 33144601, 0): 82.301, (33144652, 33144605, 0): 100.271, (33144652, 33174087, 0): 179.85700000000003, (33144997, 33144652, 0): 79.099, (162796578, 33144648, 0): 97.657}",24
33144652,33144605,0,4996503,,Kastnergasse,residential,30,True,72.325,"LINESTRING (16.3310124 48.2217242, 16.3306752 48.2211138)",200.2,,height 2,"{(33144605, 33144601, 0): 79.765, (33144611, 33144605, 0): 99.94, (33144648, 33144652, 0): 100.271, (33144652, 33174087, 0): 79.872, (33144997, 33144652, 0): 179.37}",25
33144652,33174087,0,53556203,,Blumengasse,residential,30,True,72.47,"LINESTRING (16.3310124 48.2217242, 16.3301412 48.2220206)",297.1,,height 1,"{(33144611, 33174087, 0): 104.419, (33144648, 33144652, 0): 179.85700000000003, (33144652, 33144605, 0): 79.872, (33144997, 33144652, 0): 100.758, (33174087, 33144755, 0): 76.237, (33174087, 33144655, 0): 179.822}",24
33144655,33144659,0,294583330,,Blumengasse,residential,30,True,79.869,"LINESTRING (16.3292942 48.2223117, 16.3283356 48.2226404)",297.2,,height 1,"{(33144655, 33144616, 0): 76.634, (33144659, 33144621, 0): 98.481, (33144750, 33144659, 0): 81.181, (33144759, 33144655, 0): 102.86, (33174087, 33144655, 0): 179.95999999999998}",24
33144655,33144616,0,60640437,,Rokitanskygasse,residential,30,True,73.47999999999999,"LINESTRING (16.3292942 48.2223117, 16.3289471 48.2217625, 16.328936 48.221698)",201.2,,height 2,"{(33144616, 33144611, 0): 98.34, (33144621, 33144616, 0): 80.858, (33144655, 33144659, 0): 76.634, (33144759, 33144655, 0): 179.494, (33174087, 33144655, 0): 103.326}",26
33144659,33144621,0,4996486,,Rosensteingasse,residential,30,True,74.915,"LINESTRING (16.3283356 48.2226404, 16.3280054 48.2220036)",199.1,,height 2,"{(33144621, 33144616, 0): 74.908, (33144655, 33144659, 0): 98.481, (33144750, 33144659, 0): 179.66199999999998}",0
33144747,33144759,0,24939635,,Diepoldplatz,residential,30,True,89.869,"LINESTRING (16.3301183 48.2236691, 16.32967 48.2229181)",201.7,,height 2,"{(33144747, 26405248, 0): 97.451, (33144750, 33144747, 0): 82.185, (33144755, 33144759, 0): 73.825, (33144759, 33144655, 0): 179.048, (50655844, 33144747, 0): 179.274}",26
33144747,26405248,0,175493922,,Diepoldplatz,residential,30,True,75.072,"LINESTRING (16.3301183 48.2236691, 16.330736 48.223402, 16.3309683 48.2233015)",123.0,,height 1,"{(26405248, 33144997, 0): 175.19500000000002, (26405248, 33144463, 0): 99.14, (33144747, 33144759, 0): 97.451, (33144750, 33144747, 0): 179.63600000000002, (33144755, 26405248, 0): 80.224, (50655844, 33144747, 0): 81.82300000000001}",1
33144750,33144747,0,24939637,,Leopold-Ernst-Gasse,residential,30,True,86.317,"LINESTRING (16.3291359 48.2240865, 16.3301183 48.2236691)",122.5,,height 1,"{(33144747, 33144759, 0): 82.185, (33144747, 26405248, 0): 179.63600000000002, (33144750, 33144659, 0): 115.51, (50655844, 33144747, 0): 98.541, (50655845, 33144750, 0): 76.53}",1
33144750,33144659,0,4996486,,Rosensteingasse,residential,30,True,171.789,"LINESTRING (16.3291359 48.2240865, 16.3290619 48.2240211, 16.3283356 48.2226404)",200.2,,height 2,"{(33144655, 33144659, 0): 81.181, (33144659, 33144621, 0): 179.66199999999998, (33144750, 33144747, 0): 115.51, (50655845, 33144750, 0): 167.96}",0
33144755,26405248,0,24939640,,Diepoldplatz,residential,30,True,74.831,"LINESTRING (16.330565 48.2226845, 16.3309683 48.2233015)",23.5,,height 2,"{(26405248, 33144997, 0): 94.971, (26405248, 33144463, 0): 179.364, (33144747, 26405248, 0): 80.224, (33144755, 33144759, 0): 108.566, (33174087, 33144755, 0): 179.381}",10
33144755,33144759,0,4996497,,Diepoldplatz,living_street,,True,71.209,"LINESTRING (16.330565 48.2226845, 16.3304326 48.222719, 16.3301156 48.2228018, 16.3297885 48.2228871, 16.32967 48.2229181)",291.4,,height 1,"{(33144747, 33144759, 0): 73.825, (33144755, 26405248, 0): 108.566, (33144759, 33144655, 0): 107.127, (33174087, 33144755, 0): 72.053}",27
33144759,33144655,0,24939636,,Rokitanskygasse,residential,30,True,72.95,"LINESTRING (16.32967 48.2229181, 16.3292942 48.2223117)",202.4,,height 2,"{(33144655, 33144659, 0): 102.86, (33144655, 33144616, 0): 179.494, (33144747, 33144759, 0): 179.048, (33144755, 33144759, 0): 107.127, (33174087, 33144655, 0): 77.18}",26
33144941,33144633,0,498077617,,Leitermayergasse,residential,30,True,78.029,"LINESTRING (16.3354187 48.2212569, 16.3349181 48.2206395)",208.4,,height 2,"{(33144427, 33144941, 0): 179.758, (33144633, 33144637, 0): 118.016, (33144941, 264055540, 0): 105.97800000000001, (264055539, 33144633, 0): 62.745, (320192043, 33144941, 0): 74.39099999999999}",19
33144941,264055540,0,"[171978224, 363031475]",,Leopold-Ernst-Gasse,residential,30,True,104.368,"LINESTRING (16.3354187 48.2212569, 16.3357497 48.221116, 16.3366029 48.2207485)",122.8,,height 1,"{(33144427, 33144941, 0): 73.78, (33144941, 33144633, 0): 105.97800000000001, (264055539, 264055540, 0): 72.095, (264055540, 33143821, 0): 106.772, (320192043, 33144941, 0): 179.631}",1
33144947,320192043,0,171978228,,Dornerplatz,residential,30,True,38.453,"LINESTRING (16.3343852 48.2217078, 16.3348182 48.2215171)",123.5,,height 1,"{(392224, 33144947, 0): 178.917, (33144459, 33144947, 0): 69.441, (33144947, 33144640, 0): 110.072, (320192043, 33144637, 0): 69.31899999999999, (320192043, 33144941, 0): 179.658}",1
33144947,33144640,0,171978230,,Dornerplatz,residential,30,True,107.837,"LINESTRING (16.3343852 48.2217078, 16.3336007 48.2208909)",212.6,,height 2,"{(392224, 33144947, 0): 68.845, (33144459, 33144947, 0): 179.513, (33144640, 33144644, 0): 116.687, (33144640, 33144591, 0): 179.668, (33144640, 33144637, 0): 56.625, (33144947, 320192043, 0): 110.072}",13
33144997,33144652,0,739101912,,Kastnergasse,residential,30,True,141.622,"LINESTRING (16.3316878 48.2229157, 16.3310124 48.2217242)",200.7,,height 2,"{(26405248, 33144997, 0): 88.653, (33144648, 33144652, 0): 79.099, (33144652, 33144605, 0): 179.37, (33144652, 33174087, 0): 100.758, (33144997, 162796578, 0): 92.913}",25
33144997,162796578,0,24939638,,Leopold-Ernst-Gasse,residential,30,True,61.403,"LINESTRING (16.3316878 48.2229157, 16.332283 48.2226172, 16.33235 48.2225836)",127.0,,height 1,"{(26405248, 33144997, 0): 178.43400000000003, (33144997, 33144652, 0): 92.913, (162796578, 33144648, 0): 82.54299999999999, (162796578, 392224, 0): 177.173, (292365649, 162796578, 0): 100.896}",1
33174087,33144755,0,37519304,,Lacknergasse,residential,30,True,80.221,"LINESTRING (16.3301412 48.2220206, 16.330565 48.2226845)",23.0,,height 2,"{(33144611, 33174087, 0): 179.344, (33144652, 33174087, 0): 76.237, (33144755, 26405248, 0): 179.381, (33144755, 33144759, 0): 72.053, (33174087, 33144655, 0): 103.58500000000001}",10
33174087,33144655,0,53556203,,Blumengasse,residential,30,True,70.605,"LINESTRING (16.3301412 48.2220206, 16.3292942 48.2223117)",297.3,,height 1,"{(33144611, 33174087, 0): 75.759, (33144652, 33174087, 0): 179.822, (33144655, 33144659, 0): 179.95999999999998, (33144655, 33144616, 0): 103.326, (33144759, 33144655, 0): 77.18, (33174087, 33144755, 0): 103.58500000000001}",24
33344253,392442,0,11384010,,Schulgasse,residential,30,True,61.757,"LINESTRING (16.3471178 48.2247525, 16.3479013 48.2246876, 16.3479451 48.224684)",97.1,,height 1,"{(392442, 655018, 0): 179.54999999999998, (394751, 392442, 0): 96.496, (33344253, 251207329, 0): 76.958, (33344805, 33344253, 0): 101.733, (33344811, 33344253, 0): 179.32}",3
33344253,251207329,0,53557524,,Canongasse,residential,30,True,78.09100000000001,"LINESTRING (16.3471178 48.2247525, 16.3473213 48.2253872, 16.3473339 48.2254266, 16.347338 48.2254393)",12.1,,height 2,"{(33344253, 392442, 0): 76.958, (33344805, 33344253, 0): 178.69100000000003, (33344811, 33344253, 0): 103.72200000000001, (251207329, 394751, 0): 98.466, (251207329, 33344812, 0): 81.60600000000001}",28
33344801,655012,0,30282227,3,Währinger Gürtel,primary,50,True,100.832,"LINESTRING (16.3461958 48.2226739, 16.3449313 48.2223384)",248.3,B221,height 1,"{(655012, 33144500, 0): 106.325, (655012, 283324403, 0): 179.421, (33344802, 33344801, 0): 179.989, (33344806, 33344801, 0): 74.071}",8
33344802,33344805,0,8105923,,Canongasse,residential,30,True,92.812,"LINESTRING (16.3473009 48.2229672, 16.3472687 48.2230186, 16.3468177 48.2237373)",337.3,,height 2,"{(655018, 33344802, 0): 106.857, (33344802, 33344801, 0): 72.793, (33344805, 33344253, 0): 131.423, (33344806, 33344805, 0): 107.331}",28
33344802,33344801,0,30282227,3,Währinger Gürtel,primary,50,True,88.125,"LINESTRING (16.3473009 48.2229672, 16.3467355 48.2228172, 16.3461958 48.2226739)",248.3,B221,height 1,"{(655018, 33344802, 0): 179.65, (33344801, 655012, 0): 179.989, (33344802, 33344805, 0): 72.793, (33344806, 33344801, 0): 105.91799999999999}",8
33344805,33344253,0,8105923,,Canongasse,residential,30,True,115.054,"LINESTRING (16.3468177 48.2237373, 16.3471178 48.2247525)",11.1,,height 2,"{(33344253, 392442, 0): 101.733, (33344253, 251207329, 0): 178.69100000000003, (33344802, 33344805, 0): 131.423, (33344806, 33344805, 0): 121.246, (33344811, 33344253, 0): 77.58699999999999}",28
33344806,33344801,0,444930111,,Hans-Sachs-Gasse,residential,30,True,95.051,"LINESTRING (16.3457224 48.2234684, 16.3461958 48.2226739)",158.3,,height 2,"{(33144500, 33344806, 0): 106.377, (33344801, 655012, 0): 74.071, (33344802, 33344801, 0): 105.91799999999999, (33344806, 33344805, 0): 66.7, (33344807, 33344806, 0): 177.17899999999997}",29
33344806,33344805,0,24940052,,Staudgasse,residential,30,True,86.639,"LINESTRING (16.3457224 48.2234684, 16.3458738 48.2234883, 16.3468177 48.2237373)",69.8,,height 1,"{(33144500, 33344806, 0): 173.077, (33344802, 33344805, 0): 107.331, (33344805, 33344253, 0): 121.246, (33344806, 33344801, 0): 66.7, (33344807, 33344806, 0): 116.12100000000001}",16
33344807,33144550,0,24940036,,Schopenhauerstraße,residential,30,True,98.505,"LINESTRING (16.3454933 48.2238131, 16.344174 48.2239237)",277.2,,height 1,"{(33144497, 33144550, 0): 103.97, (33144550, 33144503, 0): 179.771, (33344807, 33344806, 0): 128.401, (33344808, 33144550, 0): 77.118, (33344811, 33344807, 0): 98.711}",18
33344807,33344806,0,28989535,,Hans-Sachs-Gasse,residential,30,True,41.918,"LINESTRING (16.3454933 48.2238131, 16.3457224 48.2234684)",156.1,,height 2,"{(33144500, 33344806, 0): 70.80199999999999, (33344806, 33344801, 0): 177.17899999999997, (33344806, 33344805, 0): 116.12100000000001, (33344807, 33144550, 0): 128.401, (33344811, 33344807, 0): 132.888}",29
33344808,33144550,0,23713289,,Kutschkergasse,residential,30,True,115.333,"LINESTRING (16.3444973 48.2249383, 16.344174 48.2239237)",192.0,,height 2,"{(33144497, 33144550, 0): 178.912, (33144550, 33144503, 0): 103.111, (33344807, 33144550, 0): 77.118, (33344809, 33344808, 0): 76.812, (33344811, 33344808, 0): 103.59200000000001}",21
